name,city,province,latitude,longitude,state_name,population
Wendy's,Washington Court House,OH,39.53255,-83.44526,Ohio,14439
Frisch's Big Boy,Maysville,KY,38.62736,-83.79141,Kentucky,8737
OMG! Rotisserie,Athens,OH,39.35155,-82.09728,Ohio,23396
Domino's Pizza,Hamilton,OH,39.4176,-84.47641,Ohio,63468
Domino's Pizza,Englewood,OH,39.86969,-84.29358,Ohio,13356
McDonald's,Saluda,SC,34.00598,-81.7704,South Carolina,3055
Pizza Hut,Paragould,AR,36.06107,-90.52325,Arkansas,30215
SONIC Drive In,Sheridan,AR,34.30687,-92.40784,Arkansas,5165
Domino's Pizza,Monticello,AR,33.61937,-91.80232,Arkansas,8257
McDonald's,Oklahoma City,OK,35.52234,-97.5382,Oklahoma,1017828
Domino's Pizza,Lexington,KY,38.06753,-84.53043,Kentucky,323725
Long John Silver's,Tell City,IN,37.941032,-86.762115,Indiana,7505
McDonald's,Louisville,KY,38.21999,-85.764824,Kentucky,988018
McDonald's,Oklahoma City,OK,35.54815,-97.61717,Oklahoma,1017828
Taco Bell,Leland,NC,34.23389,-77.99544,North Carolina,29607
McDonald's,Leland,NC,34.21188,-78.02454,North Carolina,29607
Qdoba Mexican Grill,Brentwood,TN,36.04222,-86.77995,Tennessee,45556
McDonald's,Leland,NC,34.234477,-78.000649,North Carolina,29607
McDonald's,Hardinsburg,KY,37.792641,-86.492762,Kentucky,2327
McDonald's,Wichita Falls,TX,33.85371,-98.50065,Texas,102581
McDonald's,South Padre Island,TX,26.09105,-97.1643,Texas,2891
McDonald's,Miami,OK,36.88826,-94.87766,Oklahoma,12926
Pizza Hut,Pineville,LA,31.3626,-92.41343,Louisiana,14160
Sonic Drive-In,Bastrop,LA,32.77992,-91.89477,Louisiana,9232
Domino's Pizza,Claremore,OK,36.31069,-95.61759,Oklahoma,20166
McDonald's,Minerva,OH,40.732,-81.09812,Ohio,3196
SONIC Drive In,Leavenworth,KS,39.28532,-94.90441,Kansas,37195
Taco Bell,Jamestown,ND,46.898997,-98.707788,North Dakota,15787
Domino's Pizza,Fargo,ND,46.85659,-96.79863,North Dakota,231541
Taco John's,Jamestown,ND,46.89896,-98.6984,North Dakota,15787
McDonald's,Minot,ND,48.20858,-101.3128,North Dakota,47791
Whataburger,Woodville,TX,30.76846,-94.41477,Texas,2755
Pizza Hut,Minot,ND,48.219459,-101.296022,North Dakota,47791
Domino's Pizza,Smithfield,UT,41.82069,-111.83318,Utah,14408
Hamburger King,Ada,OK,34.77482,-96.68126,Oklahoma,16575
SONIC Drive In,Broken Arrow,OK,36.01948,-95.79756,Oklahoma,118180
Domino's Pizza,Norman,OK,35.18173,-97.41709,Oklahoma,129672
Burger King,Warner Robins,GA,32.59495,-83.58338,Georgia,148466
Burger King,Albuquerque,NM,35.144456,-106.585927,New Mexico,765360
McDonalds,El Paso,TX,31.77465,-106.38071,Texas,866309
SONIC Drive In,Shawnee,OK,35.33252,-96.91222,Oklahoma,31671
Taco Time,Portland,OR,45.457027,-122.713696,Oregon,2115140
McDonald's,Ashland,KY,38.48554,-82.658096,Kentucky,21295
Burger King,Cleveland,OH,41.373042,-81.826072,Ohio,1695555
McDonald's,Evansville,IN,38.01322,-87.57549,Indiana,204607
Jimmy John's,Waxahachie,TX,32.41269,-96.84213,Texas,45347
Domino's Pizza,Oklahoma City,OK,35.32026,-97.50536,Oklahoma,1017828
Popeyes Louisiana Kitchen,Jeffersonville,IN,38.32967,-85.74938,Indiana,51043
Qdoba Mexican Grill,Louisville,KY,38.21234,-85.59548,Kentucky,988018
Domino's Pizza,Salem,OR,44.87205,-123.02243,Oregon,268719
Whataburger,San Antonio,TX,29.4033,-98.70619,Texas,2096390
Qdoba Mexican Grill,Louisville,KY,38.26897,-85.61074,Kentucky,988018
Whataburger,Austin,TX,30.22023,-97.83528,Texas,1940039
Whataburger,Austin,TX,30.16525,-97.78887,Texas,1940039
Hardee's,Iron Mountain,MI,45.825755,-88.063121,Michigan,7518
McDonald's,Hickory,NC,35.75332,-81.28572,North Carolina,213375
Quiznos,Mandeville,LA,30.41178,-90.04186,Louisiana,122591
Burger King,Auburn,NY,42.94987,-76.54722,New York,26285
Whataburger,Richmond,TX,29.55941,-95.76008,Texas,12582
Domino's Pizza,Green Bay,WI,44.51312,-87.96051,Wisconsin,222170
SONIC Drive In,Maumelle,AR,34.84808,-92.40624,Arkansas,19373
Taco Bell,Sullivan,MO,38.22303,-91.15696,Missouri,6310
Domino's Pizza,Memphis,TN,35.22655,-89.84786,Tennessee,1037125
Taco Bell,Yakima,WA,46.57144,-120.48825,Washington,136518
Jimmy John's,Branson,MO,36.65075,-93.22026,Missouri,12817
Taco Bell,Springdale,AR,36.182436,-94.138658,Arkansas,88160
Domino's Pizza,La Vergne,TN,36.02074,-86.5812,Tennessee,40243
McDonald's,Brusly,LA,30.387691,-91.25265,Louisiana,2593
Domino's Pizza,Fayetteville,NC,34.9297,-78.85668,North Carolina,325349
Burger King,Bronx,NY,40.8691,-73.8248,New York,1472654
McDonalds,Dalton,GA,34.89383,-84.94654,Georgia,66117
Jack in the Box,West Linn,OR,45.349698,-122.653281,Oregon,26935
Sonic Drive-In,Brigham City,UT,41.48602,-112.02944,Utah,19992
Taco Bell,Brigham City,UT,41.49113,-112.01555,Utah,19992
Subway,Brigham City,UT,41.48561,-112.02934,Utah,19992
Jimmy John's,Chesterton,IN,41.6165,-87.0439,Indiana,14446
McDonald's,Martin,TN,36.3485,-88.87344,Tennessee,10915
Hardee's,La Crosse,WI,43.79609,-91.21769,Wisconsin,97218
McDonald's,Memphis,TN,35.1694,-89.86479,Tennessee,1037125
McDonald's,La Crosse,WI,43.85742,-91.23993,Wisconsin,97218
Taco John's,Marshfield,WI,44.674233,-90.168369,Wisconsin,18700
McDonald's,Marshfield,WI,44.67742,-90.16521,Wisconsin,18700
Mr Hero,Cleveland,OH,41.433314,-81.523935,Ohio,1695555
McDonald's,Yakima,WA,46.6039,-120.53093,Washington,136518
McDonald's,West Jordan,UT,40.60985,-112.0266,Utah,116692
Taco Bell,Indianola,MS,33.45785,-90.63563,Mississippi,9062
Domino's Pizza,Fort Riley,KS,39.0644,-96.79881,Kansas,8606
Pizza Hut,Lawrence,KS,38.971514,-95.301449,Kansas,97387
Amigos/Kings Classic,Lincoln,NE,40.75546,-96.64543,Nebraska,298056
Raising Cane's Chicken Fingers,Overland Park,KS,38.88353,-94.672,Kansas,200306
McDonalds,Sandusky,OH,41.41841,-82.67352,Ohio,24606
Whataburger,La Marque,TX,29.3676,-94.97416,Texas,19268
McDonald's,Rockport,TX,28.036688,-97.04238,Texas,10683
Domino's Pizza,Cincinnati,OH,39.25009,-84.59411,Ohio,1726642
Domino's Pizza,Cincinnati,OH,39.18985,-84.36207,Ohio,1726642
Whataburger,New Braunfels,TX,29.7279,-98.07612,Texas,104643
Taco Time,Spokane,WA,47.673976,-117.206394,Washington,462286
SONIC Drive In,Jefferson City,MO,38.59259,-92.2254,Missouri,42488
McDonald's,Jefferson City,MO,38.58068,-92.2352,Missouri,42488
Coop DeVille,Oxford,MS,34.36729,-89.54978,Mississippi,26411
McDonalds,Sidney,NE,41.138,-102.98557,Nebraska,6419
Amigos/Kings Classic,Auburn,NE,40.39457,-95.83913,Nebraska,3470
B. Good,Garden City,NY,40.725253,-73.634393,New York,22941
Domino's Pizza,Shepherdsville,KY,37.9978,-85.70737,Kentucky,14533
McDonald's,Glasgow,KY,37.0082,-85.92208,Kentucky,15197
Sonic Drive-In,Alexandria,LA,31.27267,-92.48395,Louisiana,76381
McDonald's,Somerset,KY,37.09224,-84.61883,Kentucky,12216
Domino's Pizza,Albuquerque,NM,35.085335,-106.60555,New Mexico,765360
McDonald's,Owensboro,KY,37.723743,-87.123894,Kentucky,73882
Burger King,Kenner,LA,30.02306,-90.26933,Louisiana,64904
Sonic Drive-In,Houma,LA,29.63346,-90.75858,Louisiana,139352
Domino's Pizza,Albuquerque,NM,35.17351,-106.49703,New Mexico,765360
Rally's,Madison,IN,38.77544,-85.39367,Indiana,12223
Taco Bell,Houma,LA,29.58875,-90.74346,Louisiana,139352
Taco Bell,Farmerville,LA,32.7715,-92.39699,Louisiana,3407
Pizza Hut,Westwego,LA,29.89708,-90.14081,Louisiana,8335
Sonic Drive-In,Baton Rouge,LA,30.44345,-91.17915,Louisiana,654357
Back Yard Burgers,Cleveland,MS,33.75489,-90.71678,Mississippi,10623
McDonald's,Cleveland,MS,33.74364,-90.71593,Mississippi,10623
Domino's Pizza,Duluth,MN,46.78937,-92.09841,Minnesota,119372
Burger King,Fort Stewart,GA,31.8613,-81.61078,Georgia,9285
Sonic Drive-In,Northport,AL,33.236442,-87.576869,Alabama,31218
Domino's Pizza,Coralville,IA,41.68432,-91.60353,Iowa,23234
Taco Bell,Hartselle,AL,34.439438,-86.940455,Alabama,15847
Domino's Pizza,Elizabeth City,NC,36.29457,-76.23925,North Carolina,18871
McDonalds,Swansboro,NC,34.69765,-77.14086,North Carolina,3997
Arby's,Sutton,WV,38.70084,-80.664158,West Virginia,797
Pacific Rim,Burlington,VT,44.47568,-73.21264,Vermont,122833
Taco Bell,Bay City,TX,28.9826,-95.94636,Texas,17730
Panda Express,Columbia,SC,34.13885,-80.95378,South Carolina,610536
Domino's Pizza,Ames,IA,42.02193,-93.65164,Iowa,68494
Taco Bell,Laurinburg,NC,34.760626,-79.487148,North Carolina,15087
Chick-fil-A,Valdosta,GA,30.84377,-83.32041,Georgia,79120
Domino's Pizza,North Charleston,SC,32.87129,-80.02056,South Carolina,119913
McDonald's,Ottumwa,IA,41.04905,-92.41165,Iowa,25430
McDonald's,Mexia,TX,31.68468,-96.47389,Texas,6859
Captain D's,Baton Rouge,LA,30.44529,-91.13715,Louisiana,654357
Whataburger,Corpus Christi,TX,27.85699,-97.63067,Texas,341912
Jack in the Box,Angleton,TX,29.165887,-95.422475,Texas,19972
Sonic Drive-In,Natchitoches,LA,31.75324,-93.10647,Louisiana,17577
McDonald's,Tillamook,OR,45.486681,-123.845556,Oregon,5218
Domino's Pizza,Franklin,TN,35.90875,-86.88409,Tennessee,87133
SONIC Drive In,Mexico,MO,39.16989,-91.87478,Missouri,11477
SONIC Drive In,Park Hills,MO,37.84401,-90.50351,Missouri,8678
Samurai Sam's,Phoenix,AZ,33.581838,-112.124385,Arizona,4121103
Arby's,Andalusia,AL,31.30789,-86.4999,Alabama,8766
Amigos/Kings Classic,Lincoln,NE,40.814503,-96.700905,Nebraska,298056
SONIC Drive In,Clay Center,KS,39.37906,-97.14248,Kansas,4132
McDonald's,Tyler,TX,32.28572,-95.30372,Texas,134739
McDonald's,Victoria,TX,28.82378,-97.000727,Texas,65886
Subway,Keyser,WV,39.44023,-78.97744,West Virginia,4857
McDonald's,Katy,TX,29.79332,-95.71956,Texas,25184
Whataburger,Woodway,TX,31.51211,-97.18724,Texas,9570
McDonald's,Roma,TX,26.40269,-99.01235,Texas,11545
McDonalds,Buffalo,TX,31.45096,-96.07826,Texas,1652
McDonald's,Childress,TX,34.43504,-100.22784,Texas,5834
Taco Bell,Kingsville,TX,27.50749,-97.85649,Texas,24994
McDonald's,Killeen,TX,31.07809,-97.75698,Texas,264379
Taco Bell,Gilmer,TX,32.73227,-94.94278,Texas,5025
McDonald's,Katy,TX,29.71927,-95.78177,Texas,25184
McDonald's,Jasper,TX,30.91192,-93.99569,Texas,7299
McDonald's,Bowie,TX,33.557809,-97.846268,Texas,5770
Taco Bell,New Boston,TX,33.4717,-94.4091,Texas,4571
McDonald's,San Benito,TX,26.12559,-97.63723,Texas,24709
Domino's Pizza,Hickory,NC,35.69172,-81.35675,North Carolina,213375
SONIC Drive In,Lonoke,AR,34.79816,-91.89096,Arkansas,4267
Domino's Pizza,Gretna,LA,29.90228,-90.03,Louisiana,17389
Domino's Pizza,Papillion,NE,41.141563,-96.01308,Nebraska,25244
Domino's Pizza,Omaha,NE,41.2606,-96.09081,Nebraska,836740
Domino's Pizza,Newport,KY,39.09245,-84.4806,Kentucky,13967
Domino's Pizza,Greensboro,NC,36.20043,-79.84375,North Carolina,342060
Taco Bell,Harlingen,TX,26.17221,-97.67362,Texas,116926
McDonald's,Las Vegas,NM,35.60569,-105.22363,New Mexico,13000
Sonic Drive-In,Holdrege,NE,40.42485,-99.3797,Nebraska,5546
Taco Bell,Minot,ND,48.21665,-101.29666,North Dakota,47791
Taco John's,Wahpeton,ND,46.26365,-96.61158,North Dakota,8010
Taco John's,Madison,SD,44.006216,-97.118242,South Dakota,6094
McDonalds,Carlsbad,NM,32.41713,-104.2292,New Mexico,31746
McDonald's,Bastrop,LA,32.77873,-91.8896,Louisiana,9232
Sonic Drive-In,Truth Or Consequences,NM,33.15244,-107.24684,New Mexico,6019
McDonald's,Madison,SD,44.007172,-97.115957,South Dakota,6094
Taco Bell,Owatonna,MN,44.084414,-93.241752,Minnesota,26498
Taco Bell,Laramie,WY,41.30959,-105.56668,Wyoming,32234
Taco John's,Belle Fourche,SD,44.66263,-103.85504,South Dakota,5804
Whataburger,Shreveport,LA,32.4316,-93.71381,Louisiana,276074
Northeastern State University,Tahlequah,OK,35.9196,-94.96673,Oklahoma,16935
McDonald's,Alexandria,LA,31.29621,-92.478,Louisiana,76381
Taco Bell,Ellsworth,ME,44.5325,-68.408,Maine,8657
McDonald's,Ellsworth,ME,44.53099,-68.40688,Maine,8657
Pizza Hut,Albuquerque,NM,35.14515,-106.58797,New Mexico,765360
McDonald's,Natchitoches,LA,31.75412,-93.08107,Louisiana,17577
Domino's Pizza,Gardiner,ME,44.22938,-69.77157,Maine,6088
SONIC Drive In,Springdale,AR,36.17034,-94.13983,Arkansas,88160
McDonald's,Stigler,OK,35.25441,-95.10962,Oklahoma,2729
Taco Bell,Atoka,OK,34.3717,-96.13563,Oklahoma,2894
Subway,Checotah,OK,35.47132,-95.52156,Oklahoma,3064
Domino's Pizza,Springfield,OR,44.04537,-122.96621,Oregon,61499
SONIC Drive In,Wagoner,OK,35.96083,-95.39476,Oklahoma,8082
Subway,Alexandria,LA,31.26788,-92.48741,Louisiana,76381
McDonald's,Endicott,NY,42.09591,-76.05453,New York,13387
Jimmy John's,West Lafayette,IN,40.45384,-86.91841,Indiana,45159
SUBWAY,Burlington,VT,44.44926,-73.20896,Vermont,122833
Pizza Hut,Alexandria,IN,40.24008,-85.66922,Indiana,5155
Domino's Pizza,Montpelier,VT,44.25664,-72.57701,Vermont,8014
Wendy's,North Wilkesboro,NC,36.16562,-81.13658,North Carolina,4421
Taco John's,Williston,ND,48.1566,-103.6262,North Dakota,28056
Sarku Japan,Columbia,SC,34.064617,-80.95748,South Carolina,610536
Taco Bell,Mason City,IA,43.14776,-93.21414,Iowa,27050
Taco Bell,Spencer,IA,43.12617,-95.15025,Iowa,11400
Taco Bell,Washington,IA,41.29768,-91.69085,Iowa,7290
Taco Bell,Owens Cross Roads,AL,34.657839,-86.483357,Alabama,2826
Pizza Hut,West Columbia,SC,33.93912,-81.150724,South Carolina,17963
Taco Bell,Jacksonville,IL,39.723201,-90.240464,Illinois,18014
Chick-fil-A,Camden,SC,34.24907,-80.64598,South Carolina,8267
Subway,Rawlins,WY,41.77618,-107.22593,Wyoming,8129
Taco Bell,Clinton,IL,40.14714,-88.97722,Illinois,6985
McDonald's,Ogdensburg,NY,44.690205,-75.4774,New York,9455
Taco Bell,Monmouth,IL,40.9107,-90.64483,Illinois,8581
Burger King,Eastlake,OH,41.642781,-81.468481,Ohio,17493
Captain D's,Jefferson City,MO,38.58174,-92.20713,Missouri,42488
McDonald's,Fairfield,IL,38.37957,-88.37697,Illinois,4561
Jack in the Box,Jefferson City,MO,38.58134,-92.21398,Missouri,42488
McDonald's,Murphysboro,IL,37.78839,-89.32524,Illinois,6735
Burger King,Atmore,AL,31.02181,-87.49386,Alabama,8334
Taco Bell,Greenville,IL,38.87866,-89.39077,Illinois,7235
McDonald's,Bronx,NY,40.828053,-73.92529,New York,1472654
Five Guys,New York,NY,40.757015,-73.98944,New York,19268388
Pei Wei,Fairfax,VA,38.858362,-77.376969,Virginia,25026
Wendy's,Woodbridge,VA,38.637623,-77.297706,Virginia,43945
Arby's,Louisville,KY,38.1575,-85.7112,Kentucky,988018
McDonald's,Louisville,KY,38.13627,-85.71168,Kentucky,988018
Taco Bell,Louisville,KY,38.156731,-85.712124,Kentucky,988018
Arby's,Nixa,MO,37.053586,-93.302767,Missouri,24836
Taco Bell,Greenville,SC,34.852468,-82.451033,South Carolina,402612
McDonald's,Greenville,SC,34.853023,-82.452875,South Carolina,402612
SONIC Drive In,Clarksville,TN,36.5098,-87.2763,Tennessee,227059
Taco Bell,Clarksville,TN,36.5401,-87.3663,Tennessee,227059
Wendy's,Knoxville,TN,35.90428,-84.14246,Tennessee,627090
Burger King,Corpus Christi,TX,27.856211,-97.629141,Texas,341912
Jack in the Box,Dayton,TX,30.046579,-94.886769,Texas,9058
Jimmy John's,Springfield,MO,37.15422,-93.29613,Missouri,300073
McDonald's,Nashville,TN,36.1217,-86.7054,Tennessee,1201962
Taco Bell,Mineral Wells,TX,32.8095,-98.0953,Texas,15244
Wendy's,Victoria,TX,28.8117,-96.9739,Texas,65886
Krystal,Orlando,FL,28.552592,-81.464927,Florida,1948155
Baja Fresh,Lafayette,CA,37.891487,-122.12335,California,25285
Mcdonald's,Denham Springs,LA,30.528322,-90.956294,Louisiana,9323
McDonald's,Bolivar,MO,37.60553,-93.40686,Missouri,11170
Taco Bell,Bolivar,MO,37.596828,-93.403066,Missouri,11170
Taco Bell,Jefferson City,MO,38.55503,-92.19907,Missouri,42488
Taco Bell,Jefferson City,MO,38.581753,-92.219515,Missouri,42488
Chick-fil-A,Jefferson City,MO,38.58141,-92.24298,Missouri,42488
Burger King,Bolivar,MO,37.596372,-93.402919,Missouri,11170
Bojangles' Famous Chicken 'n Biscuits,Southport,NC,33.9516,-78.0426,North Carolina,4205
Burger King,Quincy,IL,39.93634,-91.35881,Illinois,39109
Arby's,Rogers,AR,36.32953,-94.12543,Arkansas,72981
Wendy's,Springdale,AR,36.167387,-94.143617,Arkansas,88160
SUBWAY,Huntsville,AR,36.08869,-93.74247,Arkansas,3202
Hardee's,Springdale,AR,36.1825,-94.138655,Arkansas,88160
McDonald's,Springdale,AR,36.16732,-94.11799,Arkansas,88160
Burger King,Springdale,AR,36.17076,-94.13973,Arkansas,88160
McDonald's,Keokuk,IA,40.40352,-91.39082,Iowa,9662
Taco Bell,Fort Madison,IA,40.63043,-91.32385,Iowa,10133
Taco Bell,Joplin,MO,37.079654,-94.477436,Missouri,89808
Pollo Tropical,Miami,FL,25.594612,-80.356141,Florida,6391670
McDonald's,New Orleans,LA,29.956277,-90.217056,Louisiana,928503
Wendy's,Tupelo,MS,34.252985,-88.716015,Mississippi,37791
Burger King,Tupelo,MS,34.25764,-88.71664,Mississippi,37791
Burger King,Pontotoc,MS,34.257816,-89.018178,Mississippi,5806
Arby's,Franklin,TN,35.915443,-86.833983,Tennessee,87133
Domino's Pizza,Pontotoc,MS,34.25054,-89.01787,Mississippi,5806
Domino's Pizza,Tupelo,MS,34.2297,-88.7196,Mississippi,37791
Popeye's Chicken & Biscuits,Jackson,AL,32.300625709,-90.258128236,Alabama,4589
Popeye's Chicken & Biscuits,Jackson,AL,32.328147485,-90.251587368,Alabama,4589
Hardee's,Garner,IA,43.10586,-93.607445,Iowa,3049
Burger King,Spencer,IA,43.12581,-95.14723,Iowa,11400
McDonald's,Fairfield,IA,41.00652,-91.98436,Iowa,9456
Jimmy Johns,Fort Dodge,IA,42.50182,-94.15404,Iowa,24827
Wendy's,Fort Dodge,IA,42.50071,-94.16583,Iowa,24827
McDonald's,Fort Dodge,IA,42.5011,-94.16261,Iowa,24827
Arby's,Dubuque,IA,42.502143,-90.72184,Iowa,69698
Wendy's,Dubuque,IA,42.5121,-90.6552,Iowa,69698
Back Yard Burgers,Memphis,TN,35.099798,-89.848067,Tennessee,1037125
Burger King,Spirit Lake,IA,43.42173,-95.12424,Iowa,5518
Krystal,Tifton,GA,31.458252,-83.526697,Georgia,17210
Arby's,Tifton,GA,31.4575,-83.52582,Georgia,17210
Bojangles' Famous Chicken 'n Biscuits,Tifton,GA,31.451335,-83.524973,Georgia,17210
Hardee's,Dubuque,IA,42.512515,-90.666233,Iowa,69698
McDonald's,Dubuque,IA,42.499766,-90.665046,Iowa,69698
Hardee's,Dubuque,IA,42.49936,-90.69409,Iowa,69698
McDonald's,Memphis,TN,35.11467,-89.94567,Tennessee,1037125
McDonald's,Reidsville,GA,32.0872,-82.1169,Georgia,2553
McDonald's,Cedar Falls,IA,42.51433,-92.44636,Iowa,40888
McDonald's,Waverly,IA,42.71363,-92.47495,Iowa,10494
McDonald's,Cedar Falls,IA,42.537782,-92.452172,Iowa,40888
Krystal,Southaven,MS,34.963048,-89.991071,Mississippi,56226
Burger King,Memphis,TN,35.14451,-90.0163,Tennessee,1037125
Burger King,Memphis,TN,35.020951,-89.849198,Tennessee,1037125
Krystal,Memphis,TN,35.06408,-89.9415,Tennessee,1037125
Burger King,Memphis,TN,35.068122,-89.944386,Tennessee,1037125
Burger King,Memphis,TN,35.13482,-89.99183,Tennessee,1037125
Arby's,Ottumwa,IA,41.017663,-92.437886,Iowa,25430
Burger King,Ottumwa,IA,41.016358,-92.438456,Iowa,25430
Domino's Pizza,Billings,MT,45.78377,-108.58727,Montana,129267
Domino's Pizza,Billings,MT,45.81531,-108.4716,Montana,129267
McDonald's,Creston,IA,41.051853,-94.367339,Iowa,7435
McDonald's,Decorah,IA,43.29087,-91.79683,Iowa,7535
Integrated Therapy Specialists: Arnold D Larson,Decorah,IA,43.2915,-91.7971,Iowa,7535
McDonald's,Swainsboro,GA,32.584458,-82.321669,Georgia,7571
KFC,Swainsboro,GA,32.5931,-82.3314,Georgia,7571
Hardee's,Swainsboro,GA,32.58476,-82.321876,Georgia,7571
Burger King,Swainsboro,GA,32.58951,-82.32731,Georgia,7571
Wendy's,Burlington,IA,40.810887,-91.141513,Iowa,23728
Arby's,Burlington,IA,40.807291,-91.142192,Iowa,23728
Jimmy John's,Clinton,IA,41.85268,-90.18691,Iowa,24322
McDonald's,Clinton,IA,41.85137,-90.18702,Iowa,24322
Wendy's,Clinton,IA,41.852665,-90.186586,Iowa,24322
McDonald's,Clinton,IA,41.816011,-90.229246,Iowa,24322
Jimmy John's,Carroll,IA,42.06454,-94.86163,Iowa,10208
McDonald's,Carroll,IA,42.0715,-94.8767,Iowa,10208
Arby's,Carroll,IA,42.065153,-94.843281,Iowa,10208
Burger King,Carroll,IA,42.07128,-94.87785,Iowa,10208
Hardee's,Storm Lake,IA,42.645464,-95.188684,Iowa,11428
KFC,Storm Lake,IA,42.6453,-95.1881,Iowa,11428
Burger King,Storm Lake,IA,42.655465,-95.20075,Iowa,11428
Arby's,Mason City,IA,43.147806,-93.236725,Iowa,27050
Hardee's,Mason City,IA,43.147024,-93.19974,Iowa,27050
Burger King,Mason City,IA,43.148534,-93.235558,Iowa,27050
Domino's Pizza,Corinth,MS,34.91913,-88.51157,Mississippi,14323
Burger King,Newton,IA,41.699413,-93.04532,Iowa,15700
Domino's Pizza,Moscow,ID,46.72966,-117.00437,Idaho,26286
Burger King,Boone,NC,36.201496,-81.656779,North Carolina,20032
Jimmy John's,Boone,NC,36.21992,-81.68616,North Carolina,20032
Jimmy John's,Boone,NC,36.19887,-81.65861,North Carolina,20032
Jack In The Box,Mountain Home,ID,43.14158,-115.66251,Idaho,16493
Wendy's,Mountain Home,ID,43.136722,-115.665115,Idaho,16493
McDonald's,Mountain Home,ID,43.1371,-115.66442,Idaho,16493
Waffle House,Washington,NC,35.555,-77.0592,North Carolina,9726
McDonald's,Sioux Center,IA,43.09082,-96.17456,Iowa,8454
McDonald's,Twin Falls,ID,42.59206,-114.45867,Idaho,54164
Pizza Hut,Twin Falls,ID,42.56322,-114.45229,Idaho,54164
McDonald's,Twin Falls,ID,42.56708,-114.46094,Idaho,54164
Burger King,Independence,IA,42.468862,-91.895944,Iowa,6164
McDonald's,Independence,IA,42.46783,-91.91736,Iowa,6164
Quiznos,Swansboro,NC,34.69101,-77.06811,North Carolina,3997
Arby's,Blackfoot,ID,43.196641,-112.35846,Idaho,12782
Burger King,Blackfoot,ID,43.19695,-112.35766,Idaho,12782
Arby's,Leland,NC,34.2126,-78.0233,North Carolina,29607
Wendy's,Taylorville,IL,39.55646,-89.29686,Illinois,10646
Taco Bell,Taylorville,IL,39.555018,-89.297434,Illinois,10646
KFC,Taylorville,IL,39.5542,-89.297,Illinois,10646
Arby's,Paw Paw,MI,42.211187,-85.890822,Michigan,3289
Burger King,Wilmington,NC,34.264065,-77.852936,North Carolina,285611
Burger King,Wilmington,NC,34.22091,-77.88306,North Carolina,285611
McDonalds,Bourbonnais,IL,41.188,-87.8501,Illinois,18078
Hardee's,Holly Ridge,NC,34.427555,-77.546369,North Carolina,4904
McDonald's,Carolina Beach,NC,34.0313,-77.89517,North Carolina,6745
Bojangles' Famous Chicken 'n Biscuits,Leland,NC,34.233062,-77.996404,North Carolina,29607
KFC,Leland,NC,34.2339,-77.996,North Carolina,29607
McDonald's,Springfield,IL,39.8167,-89.6428,Illinois,157178
Taco Bell,Osceola,IA,41.025382,-93.796834,Iowa,5523
Subway,Tipton,IA,41.77486,-91.12799,Iowa,3106
Hardee's,Tipton,IA,41.769334,-91.128399,Iowa,3106
McDonalds,Fort Mill,SC,35.0603,-80.9922,South Carolina,30775
Wendy's,Rigby,ID,43.6813,-111.9088,Idaho,5404
Taco Bell,Idaho Falls,ID,43.472946,-111.985083,Idaho,111137
Jack in the Box,Idaho Falls,ID,43.49399,-111.99958,Idaho,111137
Jack in the Box,Pocatello,ID,42.86532,-112.44441,Idaho,72963
Jimmy John's,Pocatello,ID,42.86235,-112.43917,Idaho,72963
Subway,Pocatello,ID,42.89864,-112.43338,Idaho,72963
Arby's,Pocatello,ID,42.88932,-112.45208,Idaho,72963
Wendy's,Pocatello,ID,42.891976,-112.451452,Idaho,72963
Burger King,Anna,IL,37.462935,-89.22777,Illinois,4196
Hardee's,Anna,IL,37.459786,-89.245351,Illinois,4196
Taco Bell,Anna,IL,37.462324,-89.23027,Illinois,4196
KFC,Rexburg,ID,43.835842,-111.77808,Idaho,40543
Wendy's,Rexburg,ID,43.83563,-111.77808,Idaho,40543
Jack in the Box,Rexburg,ID,43.835073,-111.778081,Idaho,40543
McDonald's,Rexburg,ID,43.83369,-111.77853,Idaho,40543
Dairy Queen,Rexburg,ID,43.83341,-111.77794,Idaho,40543
Arby's,Rexburg,ID,43.83616,-111.77758,Idaho,40543
Burger King,Canton,IL,40.55842,-90.03364,Illinois,13144
Hardee's,Canton,IL,40.563491,-90.035021,Illinois,13144
McDonald's,Centralia,IL,38.52638,-89.12477,Illinois,11856
Burger King,Pontiac,IL,40.87296,-88.66152,Illinois,11294
Taco Bell,Pontiac,IL,40.87297,-88.65759,Illinois,11294
McDonald's,Carbondale,IL,37.73535,-89.18663,Illinois,22158
Burger King,Mount Vernon,IL,38.313427,-88.945891,Illinois,14090
Burger King,Mount Vernon,IL,38.30087,-88.903,Illinois,14090
Taco Bell,Paducah,KY,37.079123,-88.683966,Kentucky,26845
Wendy's,Ottawa,IL,41.354618,-88.8412,Illinois,18447
Wendy's,Paducah,KY,37.07607,-88.68939,Kentucky,26845
Wendy's,Rochelle,IL,41.93507,-89.03496,Illinois,9529
Jimmy John's,Jacksonville,IL,39.723221,-90.225307,Illinois,18014
Burger King,Jacksonville,IL,39.72263,-90.24358,Illinois,18014
Arby's,Macomb,IL,40.45991,-90.64454,Illinois,14894
McDonald's,Danville,IL,40.119324,-87.636202,Illinois,28595
Hardee's,Danville,IL,40.138555,-87.630379,Illinois,28595
